"id","name","price","description","color","size","stock","promo","fidelityPoint","createAt","updateAt","id_category","id_user"
"663","Arrowroot","64.83","Lorem ipsum dolor sit amet, consectetuer adipiscin","Turquoise","M","20","3552674691","34","2021-04-04 00:00:00","2021-08-12 00:00:00","46","31"
"664","Filter - Coffee","81.36","Integer tincidunt ante vel ipsum. Praesent blandit","Green","XL","37","4180918900","17","2021-10-06 00:00:00","2020-03-18 00:00:00","8","66"
"665","Gooseberry","74.57","Cras mi pede, malesuada in, imperdiet et, commodo ","Mauv","M","30","1097137457","28","2020-11-09 00:00:00","2020-12-31 00:00:00","24","8"
"666","Shopper Bag - S - 4","88.51","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Khaki","M","65","8312922059","28","2021-07-19 00:00:00","2021-08-01 00:00:00","51","27"
"667","Beans - Kidney White","97.41","Quisque id justo sit amet sapien dignissim vestibu","Goldenrod","S","103","7422685298","10","2021-09-12 00:00:00","2020-06-16 00:00:00","14","63"
"668","Chicken - Tenderloin","4.47","Cum sociis natoque penatibus et magnis dis parturi","Mauv","S","27","4494856606","19","2021-02-06 00:00:00","2021-06-20 00:00:00","31","60"
"669","Ecolab Digiclean Mild Fm","68.31","Vestibulum ac est lacinia nisi venenatis tristique","Violet","2XL","4","9576153247","20","2021-09-05 00:00:00","2021-09-28 00:00:00","37","28"
"670","Pastry - Chocolate Marble Tea","38.93","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Turquoise","3XL","25","6571825694","31","2020-11-29 00:00:00","2020-08-29 00:00:00","4","40"
"671","Pork - Bacon, Double Smoked","57.33","Maecenas ut massa quis augue luctus tincidunt. Nul","Green","L","4","1312281634","39","2021-12-11 00:00:00","2020-09-11 00:00:00","125","89"
"672","Juice - Apple 284ml","83.57","Praesent blandit. Nam nulla. Integer pede justo, l","Fuscia","3XL","39","7404237815","5","2020-12-14 00:00:00","2020-05-26 00:00:00","151","60"
"673","Sprouts - Peppercress","26.57","Proin leo odio, porttitor id, consequat in, conseq","Fuscia","XS","78","8774967754","37","2021-02-03 00:00:00","2021-09-09 00:00:00","11","97"
"674","Sugar - Palm","40.65","Praesent id massa id nisl venenatis lacinia. Aenea","Turquoise","3XL","50","8290531044","21","2020-04-29 00:00:00","2022-01-04 00:00:00","141","28"
"675","Bread - Multigrain Oval","92.85","In congue. Etiam justo. Etiam pretium iaculis just","Purple","S","97","5783566985","28","2021-01-24 00:00:00","2021-08-26 00:00:00","142","83"
"676","Sauerkraut","50.03","Nullam sit amet turpis elementum ligula vehicula c","Fuscia","S","13","7883832867","22","2020-11-18 00:00:00","2020-05-21 00:00:00","26","65"
"677","Syrup - Golden, Lyles","38.90","Integer ac leo. Pellentesque ultrices mattis odio.","Red","XS","4","1615308687","22","2021-04-11 00:00:00","2020-12-15 00:00:00","11","17"
"678","Basil - Thai","37.80","Aenean lectus. Pellentesque eget nunc. Donec quis ","Yellow","2XL","7","3313208088","44","2021-05-27 00:00:00","2020-05-03 00:00:00","49","35"
"679","Yokaline","40.57","Vestibulum quam sapien, varius ut, blandit non, in","Crimson","XL","62","2774736552","37","2021-11-14 00:00:00","2021-08-04 00:00:00","4","81"
"680","Oil - Avocado","42.97","In hac habitasse platea dictumst. Morbi vestibulum","Teal","XL","80","7448545248","49","2020-11-30 00:00:00","2021-07-02 00:00:00","2","79"
"681","Squid U5 - Thailand","72.36","Nullam sit amet turpis elementum ligula vehicula c","Teal","XL","22","7772086520","19","2020-07-06 00:00:00","2020-12-07 00:00:00","154","31"
"682","Rolled Oats","90.15","In hac habitasse platea dictumst. Morbi vestibulum","Mauv","3XL","17","4083049677","43","2021-06-26 00:00:00","2021-11-07 00:00:00","134","43"
"683","Goldschalger","40.38","Cum sociis natoque penatibus et magnis dis parturi","Aquamarine","2XL","63","7040723573","8","2021-01-01 00:00:00","2021-12-22 00:00:00","12","13"
"684","Sauce - Fish 25 Ozf Bottle","52.83","In hac habitasse platea dictumst. Etiam faucibus c","Indigo","M","7","2451646438","11","2021-07-06 00:00:00","2020-09-11 00:00:00","47","91"
"685","Wine - Prosecco Valdobiaddene","9.38","Curabitur in libero ut massa volutpat convallis. M","Blue","M","72","6914608768","47","2020-02-27 00:00:00","2020-05-27 00:00:00","5","62"
"686","Bar Nature Valley","12.53","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Orange","2XL","58","5609402441","20","2021-01-24 00:00:00","2020-12-11 00:00:00","1","27"
"687","Dill Weed - Fresh","64.26","Nullam sit amet turpis elementum ligula vehicula c","Mauv","3XL","3","0465507123","16","2021-04-22 00:00:00","2021-10-03 00:00:00","147","36"
"688","Bread - Olive","98.84","Donec diam neque, vestibulum eget, vulputate ut, u","Green","M","93","1752975073","19","2020-02-28 00:00:00","2021-12-04 00:00:00","61","21"
"689","Table Cloth 120 Round White","14.92","In hac habitasse platea dictumst. Morbi vestibulum","Green","L","18","5544494320","21","2020-05-18 00:00:00","2021-12-01 00:00:00","128","66"
"690","Crab - Dungeness, Whole, live","10.83","Suspendisse potenti. In eleifend quam a odio. In h","Red","XS","83","3492514995","20","2021-07-28 00:00:00","2020-09-25 00:00:00","68","21"
"691","Sobe - Orange Carrot","90.04","Maecenas leo odio, condimentum id, luctus nec, mol","Maroon","XL","23","2812768509","50","2021-05-03 00:00:00","2020-04-10 00:00:00","124","60"
"692","Flour - Buckwheat, Dark","5.67","Integer ac leo. Pellentesque ultrices mattis odio.","Yellow","L","37","6709996913","9","2020-06-15 00:00:00","2020-12-15 00:00:00","1","71"
"693","Oneshot Automatic Soap System","78.89","Integer tincidunt ante vel ipsum. Praesent blandit","Violet","L","68","9240295046","47","2021-02-23 00:00:00","2021-08-02 00:00:00","143","18"
"694","Compound - Raspberry","29.50","Pellentesque at nulla. Suspendisse potenti. Cras i","Red","2XL","98","6589349576","41","2020-09-12 00:00:00","2020-05-23 00:00:00","41","51"
"695","Soup - Campbells Broccoli","38.54","In congue. Etiam justo. Etiam pretium iaculis just","Fuscia","XL","78","0084155469","31","2021-08-29 00:00:00","2020-07-16 00:00:00","31","16"
"696","Melon - Honey Dew","8.57","Duis aliquam convallis nunc. Proin at turpis a ped","Aquamarine","XS","57","8591288874","17","2020-03-20 00:00:00","2020-10-20 00:00:00","145","29"
"697","Spinach - Packaged","84.07","Nullam porttitor lacus at turpis. Donec posuere me","Aquamarine","3XL","85","1423160088","43","2022-01-05 00:00:00","2021-06-05 00:00:00","146","68"
"698","Snapple Raspberry Tea","68.96","Vestibulum quam sapien, varius ut, blandit non, in","Khaki","L","64","8298182049","23","2021-11-30 00:00:00","2020-08-15 00:00:00","147","90"
"699","Chicken - Diced, Cooked","3.88","Aenean lectus. Pellentesque eget nunc. Donec quis ","Aquamarine","2XL","8","3519637103","43","2021-04-11 00:00:00","2021-12-28 00:00:00","41","49"
"700","Squash - Pepper","24.45","Nullam porttitor lacus at turpis. Donec posuere me","Orange","S","34","5567745230","35","2022-01-08 00:00:00","2020-06-22 00:00:00","26","53"
"701","Scotch - Queen Anne","7.35","Duis aliquam convallis nunc. Proin at turpis a ped","Indigo","M","13","3796442986","40","2020-12-17 00:00:00","2020-11-01 00:00:00","40","35"
"702","Longos - Grilled Veg Sandwiches","73.51","Vestibulum ac est lacinia nisi venenatis tristique","Pink","XS","34","2706319992","41","2020-07-29 00:00:00","2020-11-25 00:00:00","122","32"
"703","Salt And Pepper Mix - White","72.28","Morbi non lectus. Aliquam sit amet diam in magna b","Violet","M","27","3461331317","34","2021-01-19 00:00:00","2020-09-15 00:00:00","138","43"
"704","Potatoes - Peeled","14.35","Integer tincidunt ante vel ipsum. Praesent blandit","Crimson","XS","80","6017464272","38","2021-02-12 00:00:00","2020-07-27 00:00:00","27","21"
"705","Cheese - Ermite Bleu","49.92","Proin interdum mauris non ligula pellentesque ultr","Mauv","XS","86","1254311513","32","2021-02-11 00:00:00","2021-03-13 00:00:00","130","23"
"706","Beef - Roasted, Cooked","25.61","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Blue","3XL","14","7386960085","17","2020-03-26 00:00:00","2020-04-10 00:00:00","53","48"
"707","Wine - Stoneliegh Sauvignon","9.78","Praesent id massa id nisl venenatis lacinia. Aenea","Indigo","2XL","57","6201336168","36","2021-02-05 00:00:00","2021-05-21 00:00:00","5","74"
"708","Pork - Bacon, Double Smoked","11.77","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Teal","S","84","5389017838","46","2020-01-22 00:00:00","2021-12-15 00:00:00","38","92"
"709","Cornstarch","42.42","Proin interdum mauris non ligula pellentesque ultr","Orange","XL","15","1356583148","50","2020-04-18 00:00:00","2021-06-28 00:00:00","6","69"
"710","Sauce - Demi Glace","44.04","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Aquamarine","L","64","2812619988","41","2020-06-17 00:00:00","2021-10-25 00:00:00","58","56"
"711","Steampan Lid","37.67","Duis aliquam convallis nunc. Proin at turpis a ped","Indigo","M","87","3934309585","15","2021-08-09 00:00:00","2021-08-05 00:00:00","27","91"
"712","Drambuie","64.36","Suspendisse potenti. In eleifend quam a odio. In h","Mauv","L","96","2434354254","28","2020-04-04 00:00:00","2021-12-25 00:00:00","136","93"
"713","Lotus Rootlets - Canned","50.10","Maecenas ut massa quis augue luctus tincidunt. Nul","Aquamarine","S","16","3027125109","35","2021-06-12 00:00:00","2021-03-04 00:00:00","37","11"
"714","Shrimp - 21/25, Peel And Deviened","80.63","Aliquam quis turpis eget elit sodales scelerisque.","Goldenrod","L","64","5980646280","27","2020-07-10 00:00:00","2021-01-19 00:00:00","21","16"
"715","Beans - Kidney, Canned","90.47","Aenean lectus. Pellentesque eget nunc. Donec quis ","Red","S","26","2580846492","36","2021-04-23 00:00:00","2020-07-19 00:00:00","40","32"
"716","Bread - Raisin Walnut Pull","42.66","Duis bibendum. Morbi non quam nec dui luctus rutru","Violet","L","28","2036430082","13","2020-12-09 00:00:00","2021-07-14 00:00:00","145","72"
"717","Wine La Vielle Ferme Cote Du","38.34","Morbi porttitor lorem id ligula. Suspendisse ornar","Yellow","3XL","49","4551825689","13","2021-06-21 00:00:00","2020-08-28 00:00:00","61","10"
"718","Juice - Tomato, 48 Oz","8.55","In congue. Etiam justo. Etiam pretium iaculis just","Red","3XL","26","1563383799","30","2021-07-10 00:00:00","2020-07-13 00:00:00","4","54"
"719","Bread - Ciabatta Buns","94.97","Curabitur gravida nisi at nibh. In hac habitasse p","Violet","M","103","5105909356","13","2020-06-03 00:00:00","2022-01-05 00:00:00","5","85"
"720","Juice - Orange","30.41","Curabitur in libero ut massa volutpat convallis. M","Purple","L","51","5984881438","9","2020-08-03 00:00:00","2020-09-25 00:00:00","11","69"
"721","Bread - Malt","86.85","Sed ante. Vivamus tortor. Duis mattis egestas metu","Violet","L","26","3124665619","21","2021-10-21 00:00:00","2020-04-03 00:00:00","61","74"
"722","Kiwano","29.23","Nullam porttitor lacus at turpis. Donec posuere me","Puce","L","47","0611730162","29","2021-08-16 00:00:00","2020-05-14 00:00:00","18","98"
"723","Pineapple - Regular","63.41","Vestibulum ac est lacinia nisi venenatis tristique","Teal","XL","3","7208617600","23","2021-07-16 00:00:00","2020-07-26 00:00:00","125","7"
"724","Water - San Pellegrino","9.84","Phasellus in felis. Donec semper sapien a libero. ","Blue","L","94","2411345070","6","2020-05-27 00:00:00","2021-06-08 00:00:00","117","7"
"725","Bagels Poppyseed","86.43","Duis aliquam convallis nunc. Proin at turpis a ped","Purple","2XL","21","4692142049","26","2021-04-27 00:00:00","2020-06-14 00:00:00","27","83"
"726","Herb Du Provence - Primerba","19.13","Morbi non lectus. Aliquam sit amet diam in magna b","Fuscia","S","44","0244800898","34","2020-06-07 00:00:00","2020-07-17 00:00:00","158","95"
"727","Pasta - Rotini, Dry","88.91","Suspendisse potenti. In eleifend quam a odio. In h","Purple","3XL","26","2381669019","33","2021-04-01 00:00:00","2021-03-16 00:00:00","42","22"
"728","Coffee Cup 16oz Foam","71.82","Phasellus in felis. Donec semper sapien a libero. ","Purple","S","48","8433803387","19","2021-05-16 00:00:00","2021-07-24 00:00:00","148","68"
"729","Melon - Honey Dew","15.93","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Violet","XL","4","6827780783","38","2021-10-29 00:00:00","2021-02-03 00:00:00","125","2"
"730","Yeast Dry - Fermipan","81.49","Fusce posuere felis sed lacus. Morbi sem mauris, l","Indigo","XL","32","1872726550","14","2020-02-03 00:00:00","2020-03-28 00:00:00","155","6"
"731","Crackers - Graham","58.52","Integer tincidunt ante vel ipsum. Praesent blandit","Khaki","3XL","41","6505452192","5","2021-05-19 00:00:00","2020-10-12 00:00:00","51","84"
"732","Shrimp - 16 - 20 Cooked, Peeled","50.73","Integer tincidunt ante vel ipsum. Praesent blandit","Orange","XL","36","0904180239","43","2021-11-30 00:00:00","2021-06-12 00:00:00","142","44"
"733","Rosemary - Fresh","91.02","Cras non velit nec nisi vulputate nonummy. Maecena","Crimson","M","9","8497342917","40","2020-07-23 00:00:00","2020-03-22 00:00:00","1","8"
"734","Soup Campbells Beef With Veg","50.68","Maecenas ut massa quis augue luctus tincidunt. Nul","Khaki","S","99","3703880732","9","2021-04-16 00:00:00","2021-02-25 00:00:00","154","42"
"735","Emulsifier","37.41","Curabitur gravida nisi at nibh. In hac habitasse p","Purple","3XL","8","1760095907","46","2020-08-01 00:00:00","2021-08-09 00:00:00","56","28"
"736","Pork Salted Bellies","22.05","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Red","XL","29","8097543052","16","2020-04-14 00:00:00","2021-05-31 00:00:00","123","99"
"737","Yokaline","90.80","Nullam sit amet turpis elementum ligula vehicula c","Mauv","2XL","93","0948825006","45","2020-07-04 00:00:00","2020-03-21 00:00:00","46","1"
"738","Squid - U - 10 Thailand","74.55","In congue. Etiam justo. Etiam pretium iaculis just","Khaki","XS","90","9679320316","30","2021-08-07 00:00:00","2021-10-07 00:00:00","16","76"
"739","Beans - Kidney, Canned","57.99","Fusce posuere felis sed lacus. Morbi sem mauris, l","Crimson","2XL","50","6574251052","32","2022-01-04 00:00:00","2021-04-24 00:00:00","6","41"
"740","Bar Mix - Lemon","85.75","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Aquamarine","2XL","30","8185134626","50","2021-08-09 00:00:00","2021-09-22 00:00:00","12","97"
"741","Carrots - Mini, Stem On","99.62","Proin leo odio, porttitor id, consequat in, conseq","Green","3XL","48","5326213214","39","2021-01-21 00:00:00","2020-12-26 00:00:00","2","67"
"742","Clams - Littleneck, Whole","84.01","Aliquam quis turpis eget elit sodales scelerisque.","Violet","L","58","8659321170","24","2021-03-29 00:00:00","2020-12-26 00:00:00","117","20"
"743","Flax Seed","15.22","Cras non velit nec nisi vulputate nonummy. Maecena","Puce","M","75","6477241552","20","2021-07-26 00:00:00","2021-02-05 00:00:00","36","3"
"744","The Pop Shoppe Pinapple","49.88","Nam ultrices, libero non mattis pulvinar, nulla pe","Red","XL","93","1635165083","39","2021-01-18 00:00:00","2021-12-23 00:00:00","9","26"
"745","Tomatoes - Hot House","43.94","Praesent id massa id nisl venenatis lacinia. Aenea","Violet","2XL","54","4478308454","9","2020-10-06 00:00:00","2021-07-26 00:00:00","4","69"
"746","Pork - Backs - Boneless","41.71","In congue. Etiam justo. Etiam pretium iaculis just","Puce","XS","83","8284621584","7","2022-01-09 00:00:00","2020-07-04 00:00:00","141","67"
"747","Cup - 6oz, Foam","50.14","In hac habitasse platea dictumst. Morbi vestibulum","Orange","S","36","7909502729","42","2021-03-21 00:00:00","2020-10-01 00:00:00","128","38"
"748","Bar Mix - Lemon","55.33","Maecenas leo odio, condimentum id, luctus nec, mol","Fuscia","M","4","4884398351","14","2021-02-26 00:00:00","2021-06-08 00:00:00","13","58"
"749","Sage Derby","67.29","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Yellow","2XL","88","4407635916","47","2020-11-12 00:00:00","2020-10-23 00:00:00","153","89"
"750","Bread Base - Italian","94.10","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Mauv","S","49","3356699318","49","2020-12-11 00:00:00","2020-08-24 00:00:00","3","64"
"751","Vodka - Moskovskaya","91.62","Proin leo odio, porttitor id, consequat in, conseq","Violet","S","71","8486558018","26","2020-02-04 00:00:00","2021-04-10 00:00:00","54","7"
"752","Magnotta Bel Paese Red","28.19","Curabitur in libero ut massa volutpat convallis. M","Goldenrod","S","12","2800586672","32","2021-08-29 00:00:00","2021-01-12 00:00:00","2","67"
"753","Bandage - Flexible Neon","68.97","Duis bibendum. Morbi non quam nec dui luctus rutru","Red","M","59","9751272815","33","2020-04-26 00:00:00","2022-01-05 00:00:00","138","89"
"754","Scallops - In Shell","58.46","Duis consequat dui nec nisi volutpat eleifend. Don","Goldenrod","L","40","4221569999","5","2020-08-18 00:00:00","2021-02-27 00:00:00","49","27"
"755","Whmis - Spray Bottle Trigger","29.85","Duis bibendum. Morbi non quam nec dui luctus rutru","Purple","L","62","7374949111","40","2021-08-12 00:00:00","2021-09-06 00:00:00","7","62"
"756","Rabbit - Whole","55.24","Nulla ut erat id mauris vulputate elementum. Nulla","Fuscia","XS","36","3127230559","43","2021-03-02 00:00:00","2021-09-11 00:00:00","13","11"
"757","Coffee Swiss Choc Almond","5.38","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Aquamarine","3XL","63","4734765960","6","2021-10-11 00:00:00","2021-05-17 00:00:00","154","76"
"758","Carbonated Water - Lemon Lime","5.20","Morbi porttitor lorem id ligula. Suspendisse ornar","Pink","XL","18","0155236997","44","2020-10-13 00:00:00","2021-08-31 00:00:00","143","52"
"759","Chicken - Bones","22.69","Duis bibendum. Morbi non quam nec dui luctus rutru","Red","M","6","2284161057","13","2020-09-21 00:00:00","2021-05-10 00:00:00","125","4"
"760","Muffin - Carrot Individual Wrap","16.95","Maecenas ut massa quis augue luctus tincidunt. Nul","Puce","2XL","37","1944563474","19","2021-02-22 00:00:00","2021-05-08 00:00:00","133","4"
"761","Anchovy Fillets","23.93","Maecenas ut massa quis augue luctus tincidunt. Nul","Aquamarine","2XL","102","7306518623","38","2020-09-18 00:00:00","2020-04-05 00:00:00","143","46"
